gender,age,grade_aggregate,dream_job,fav_sub1,fav_sub2,fav_sub3,interest,learning_style,selected_program
Male ,27,8,Diagnostic Radiologic Technologist,Biology,Physics,Chemistry,Science,Visual,BSc. Diagnostic Radiography
Female,28,19,Environmental Engineer,Mathematics,Physics,Chemistry,Environment,Logical,BSc. Agricultural Engineering
Female,17,7,Application Developer,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering
Male ,31,13,User Experience Designer,ICT,Creative Arts,Psychology,Technology,Visual,BSc. Information Technology (Full-Feepaying)
Male ,27,10,Art Teacher,Creative Arts,General Knowledge in Art,Education,Education,Visual,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,29,10,Radiologic technologist,Biology,Physics,Mathematics,Science,Visual,BSc. Biological Sciences
Male ,21,13,IT Manager,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,17,22,Journalist,English Language,Creative Arts,Social Studies,Journalism,Verbal,Bachelor of Arts Full-Fee Paying
Female,30,26,Journalist,English Language,Creative Arts,Social Studies,Journalism,Verbal,Bachelor of Arts - Distance Education
Female,19,19,Foreign Language Teacher,French,Linguistics,Linguistics,Languages,Verbal,Bachelor of Arts Full-Fee Paying
Male ,28,9,Human Resources Manager,Psychology,Economics,Mathematics,Business,Social,BSc. Administration - Legon Campus
Male ,22,7,Drug Safety Associate,Biology,Chemistry,Mathematics,Science,Logical,Doctor of Pharmacy
Male ,30,10,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts (Business/Science/ Vocational Background)
Female,29,23,Public Relations Manager,English Language,Business,Social Studies,Communications,Verbal,BSc. Administration - City Campus
Female,25,22,Graphic Designer,Creative Arts,General Knowledge in Art,General Knowledge in Art,Graphic Design,Visual,Bachelor of Arts City Campus
Female,21,8,Pharmaceutical Scientist,Biology,Chemistry,Physics,Science,Analytical,Doctor of Pharmacy
Female,17,19,Process Control Engineer,Mathematics,Physics,Chemistry,Food Science,Logical,BSc. Food Process Engineering (Full-Feepaying)
Male ,14,8,Psychologist,Biology,Chemistry,Psychology,Psychology,Logical,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,30,6,Periodontist,Biology,Chemistry,Physics,Science,Reflective,Bachelor of Dental Surgery
Male ,20,15,Seismologist,Science,Physics,Mathematics,Science,Analytical,BSc. Earth Sciences
Female,17,6,Hydrologist,Geography,Physics,Mathematics,Science,Analytical,BSc. Earth Sciences
Female,18,16,Food Technologist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Male ,26,18,Clinical Psychologist,Biology,Chemistry,Mathematics,Science,Analytical,BSc. Psychology
Female,17,7,Orthodontist,Biology,Mathematics,Physics,Science,Visual,Bachelor of Dental Surgery
Male ,15,10,Manufacturing Manager,Mathematics,Physics,Chemistry,Food Science,Analytical,BSc. Food Process Engineering
Female,26,6,Supply Chain Manager,Mathematics,Business,Economics,Business,Logical,BSc. Administration - Legon Campus
Female,22,22,Curriculum Specialist,English Language,Mathematics,Creative Arts,Education,Analytical,BA. Education
Female,27,15,Musician,Theater Arts,Creative Arts,English Language,Music,Auditory,Bachelor of Arts (General Arts Background)
Female,15,14,Sculptor,Creative Arts,English Language,General Knowledge in Art,Arts,Kinesthetic,Bachelor of Fine Arts
Female,14,20,Environmental health and safety specialist,Chemistry,Biology,Physics,Science,Global,BSc. Biological Sciences
Male ,27,6,Dermatologist,Biology,Chemistry,Physics,Science,Tactile,Bachelor of Medicine
Male ,23,10,Agricultural Equipment Design Engineer,Mathematics,Physics,General Knowledge in Art,Agriculture,Logical,BSc. Agricultural Engineering
Male ,26,9,Nutrition Education Coordinator,Biology,Chemistry,Social Studies,Education,Verbal,BSc. Nutrition & Dietetics
Female,31,8,Software Engineer,ICT,Mathematics,Physics,Technology,Logical,BSc. Computer Engineering
Female,27,6,IT Systems Security Manager,Mathematics,Mathematics,ICT,Technology,Analytical,BSc. Computer Engineering
Male ,29,24,Art Teacher,Creative Arts,General Knowledge in Art,Education,Education,Visual,Bachelor of Arts Full-Fee Paying
Female,15,24,Agricultural Business Manager,Mathematics,Economics,Business,Agriculture,Logical,BSc. Agricultural Engineering (Full-Feepaying)
Female,29,19,Quality Control Analyst,Biology,Chemistry,Physics,Food Science,Analytical,BSc. Food Process Engineering (Full-Feepaying)
Male ,26,9,Business Intelligence Developer,Business,ICT,Mathematics,Business,Analytical,BSc. Computer Engineering
Female,19,29,Advertising Copywriter,English Language,Creative Arts,Business,Advertising,Verbal,Bachelor of Arts - Distance Education
Male ,14,11,Mobile Applications Developer,ICT,Mathematics,Creative Arts,Technology,Visual,BSc. Information Technology
Male ,31,6,Dental Practice Manager,Business,Business,English Language,Business,Verbal,Bachelor of Dental Surgery
Male ,31,24,Aquaculture Farmer,Agricultural Science,Biology,Chemistry,Environment,Verbal,BSc. Agricultural Engineering (Full-Feepaying)
Female,28,22,Dietitian,Biology,Home Business Studies,Chemistry,Cooking,Logical,BSc. Biological Sciences
Male ,24,8,Marketing Manager,Business,Mathematics,English Language,Marketing,Social,BSc. Administration - Legon Campus
Female,21,18,Foreign Language Teacher,French,Linguistics,Linguistics,Languages,Verbal,Bachelor of Arts City Campus
Female,23,15,Athletic Director,Physical Education,Business,Social Studies,Sports,Social,BA. Sports and Physical Culture
Male ,23,7,Endocrinologist,Biology,Chemistry,Physics,Science,Verbal,Bachelor of Medicine
Male ,21,13,Food Safety Specialist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Male ,28,17,Historian,History,Social Studies,English Language,History,Verbal,Bachelor of Arts Full-Fee Paying
Female,14,8,Sports Physical Therapist,Biology,Physics,Physical Education,Sports,Kinesthetic,BSc. Physiotherapy
Male ,22,7,Law Librarian,English Language,Social Studies,French,History,Reflective,Bachelor of Law
Female,30,24,Education Journalist,English Language,Creative Arts,Social Studies,Education,Verbal,BA. Education
Male ,21,7,Ophthalmologist,Biology,Chemistry,Physics,Science,Spatial,Bachelor of Medicine
Female,17,10,Software Engineer,ICT,Mathematics,Physics,Technology,Logical,BSc. Computer Engineering (Full-Feepaying)
Female,25,6,Judge,English Language,Social Studies,French,History,Logical,Bachelor of Law
Male ,19,17,Anthropologist,Social Studies,History,English Language,Anthropology,Global,Bachelor of Arts Full-Fee Paying
Female,15,18,Actor,English Language,Theater Arts,Creative Arts,Performing Arts,Kinesthetic,Bachelor of Arts City Campus
Female,24,7,Prosthodontist,Biology,Chemistry,Physics,Science,Social,Bachelor of Dental Surgery
Male ,17,6,Education Consultant,English Language,Business,Psychology,Education,Verbal,BSc. Education
Male ,26,6,Medical Lab Technologist,Biology,Chemistry,Science,Science,Logical,BSc. Medical Laboratory Sciences
Male ,14,10,Site Reliability Engineer,Mathematics,ICT,Mathematics,Technology,Analytical,BSc. Computer Engineering (Full-Feepaying)
Male ,15,9,Dental Hygienist,Biology,Chemistry,Science,Science,Tactile,Bachelor of Dental Surgery
Female,25,6,Pathologist,Biology,Chemistry,Physics,Science,Analytical,Bachelor of Medicine
Female,29,23,Agricultural Engineer,Mathematics,Physics,Chemistry,Agriculture,Logical,BSc. Agricultural Engineering (Full-Feepaying)
Male ,20,6,Research and Development Manager,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Female,29,19,Director,Creative Arts,English Language,History,Arts,Visual,Bachelor of Fine Arts
Female,16,9,Petroleum Geologist,Science,Physics,Chemistry,Science,Analytical,BSc. Earth Sciences
Female,21,12,Graphic Designer,Creative Arts,General Knowledge in Art,General Knowledge in Art,Graphic Design,Visual,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,14,13,Research and Development Manager,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Female,19,7,Computer Systems Analyst,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology
Male ,16,20,Sales Manager,Mathematics,Business,English Language,Business,Logical,BSc. Administration - City Campus
Male ,23,12,Public Relations Specialist,English Language,Social Studies,Business,Public Relations,Verbal,Bachelor of Arts (General Arts Background)
Female,15,14,Food Scientist,Biology,Chemistry,Physics,Science,Logical,BSc. Nutrition & Dietetics
Male ,25,8,Endodontist,Biology,Chemistry,Physics,Science,Verbal,Bachelor of Dental Surgery
Female,19,7,Database Administrator,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology
Male ,26,9,Sales Manager,Mathematics,Business,English Language,Business,Logical,BSc. Administration - Legon Campus
Female,16,7,Public Relations Manager,English Language,Business,Social Studies,Communications,Verbal,BSc. Administration - Legon Campus
Female,17,9,Business Development Manager,Business,Economics,Mathematics,Business,Verbal,BSc. Administration - Legon Campus
Female,28,15,Journalist,English Language,Creative Arts,Social Studies,Journalism,Verbal,Bachelor of Arts (General Arts Background)
Female,24,14,Online Instructor,English Language,Mathematics,ICT,Education,Verbal,BA. Education
Female,20,10,Molecular Biology Technologist,Biology,Chemistry,Science,Science,Analytical,BSc. Medical Laboratory Sciences
Male ,18,17,Social Psychologist,Psychology,Social Studies,English Language,Social,Verbal,BSc. Psychology
Female,20,10,Forensic Psychologist,Biology,Chemistry,English Language,Technology,Logical,BSc. Psychology
Female,23,10,Computer Systems Analyst,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology
Male ,28,13,Oceanographer,Biology,Chemistry,Physics,Science,Naturalistic,BSc. Earth Sciences
Female,25,15,Metallurgist,Physics,Chemistry,Mathematics,Science,Logical,BSc. Materials Science & Engineering
Female,17,16,Product Development Engineer,Physics,Chemistry,Mathematics,Engineering,Logical,BSc. Materials Science & Engineering
Male ,29,10,Materials Scientist,Chemistry,Physics,Mathematics,Science,Logical,BSc. Physical Sciences
Female,19,6,Family Lawyer,English Language,Social Studies,French,Psychology,Interpersonal,Bachelor of Law
Female,27,12,Foreign Language Teacher,French,Linguistics,Linguistics,Languages,Verbal,Bachelor of Arts (General Arts Background)
Female,26,7,Emergency Medicine Physician,Biology,Chemistry,Physics,Science,Kinesthetic,Bachelor of Medicine
Male ,27,23,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts City Campus
Male ,20,11,Occupational therapist,Biology,Psychology,Biology,Health,Social,BSc. Biological Sciences
Male ,16,8,Childcare Center Director,English Language,Psychology,Education,Psychology,Social,BSc. Family & Child Studies
Male ,20,14,IT Manager,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,26,7,Parent Educator,English Language,Psychology,Education,Psychology,Social,BSc. Family & Child Studies
Male ,21,17,Geochemist,Chemistry,Science,Mathematics,Science,Analytical,BSc. Earth Sciences
Female,21,7,Cyber Security Engineer,Mathematics,Mathematics,ICT,Technology,Analytical,BSc. Computer Engineering
Female,15,18,Market Research Analyst,Mathematics,Mathematics,Business,Marketing,Logical,BSc. Administration - City Campus
Female,27,29,Operations Manager,Business,Mathematics,Economics,Business,Logical,BSc. Administration - Distance Education
Male ,14,16,Historian,History,Social Studies,English Language,History,Verbal,Bachelor of Arts (General Arts Background)
Female,26,20,Data Scientist,Mathematics,Mathematics,Computer Science,Technology,Logical,BSc. Physical Sciences
Female,20,11,Art Critic,Creative Arts,English Language,General Knowledge in Art,Arts,Visual,Bachelor of Fine Arts
Male ,15,6,Nanotechnologist,Physics,Chemistry,Mathematics,Science,Global,BSc. Materials Science & Engineering
Male ,20,7,Systems Analyst,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology
Female,19,11,Database Administrator,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology
Female,17,7,Ophthalmologist,Biology,Chemistry,Physics,Science,Spatial,Bachelor of Medicine
Male ,26,19,Meteorologist,Physics,Mathematics,Geography,Science,Logical,BSc. Earth Sciences
Male ,15,26,Human Resources Manager,Psychology,Economics,Mathematics,Business,Social,BSc. Administration - Distance Education
Male ,22,12,Science Educator,Education,Science,Mathematics,Education,Social,BSc. Physical Sciences
Female,18,18,Materials Testing Technician,Physics,Chemistry,Mathematics,Engineering,Kinesthetic,BSc. Materials Science & Engineering (Full-Feepaying)
Male ,27,9,Museum Curator,General Knowledge in Art,History,Creative Arts,History,Visual,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,18,23,School Principal,English Language,Social Studies,Religious and Moral Education,Education,Social,BA. Education
Male ,17,14,Network and Computer Systems Administrator,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Male ,25,6,Pediatric Dentist,Biology,Chemistry,English Language,Science,Naturalistic,Bachelor of Dental Surgery
Female,26,22,Actor,English Language,Theater Arts,Creative Arts,Performing Arts,Kinesthetic,Bachelor of Arts Full-Fee Paying
Female,27,14,Database Administrator,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Male ,16,11,Product Development Scientist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Male ,25,16,Blockchain Engineer,Mathematics,ICT,Physics,Technology,Logical,BSc. Mathematical Sciences
Female,21,10,Nutritionist,Biology,Chemistry,Home Economics,Nutrition,Verbal,BSc. Nutrition & Dietetics
Female,24,19,Graphic Designer,Creative Arts,General Knowledge in Art,General Knowledge in Art,Graphic Design,Visual,Bachelor of Arts Full-Fee Paying
Female,19,16,Process Control Engineer,Mathematics,Physics,Chemistry,Food Science,Logical,BSc. Food Process Engineering
Female,24,13,Hydrologist,Geography,Physics,Mathematics,Science,Analytical,BSc. Earth Sciences
Male ,31,17,Blockchain Engineer,Mathematics,ICT,Physics,Technology,Logical,BSc. Mathematical Sciences
Female,29,13,Web Developer,ICT,Mathematics,Creative Arts,Technology,Visual,BSc. Information Technology (Full-Feepaying)
Female,28,23,Agricultural Equipment Design Engineer,Mathematics,Physics,General Knowledge in Art,Agriculture,Logical,BSc. Agricultural Engineering (Full-Feepaying)
Female,14,14,Art Critic,Creative Arts,English Language,General Knowledge in Art,Arts,Visual,Bachelor of Fine Arts
Female,19,6,Blockchain Engineer,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering
Male ,18,12,Geriatric Physical Therapist,Biology,Social Studies,History,History,Social,BSc. Physiotherapy
Male ,20,9,Endodontist,Biology,Chemistry,Physics,Science,Verbal,Bachelor of Dental Surgery
Male ,14,10,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts (Business/Science/ Vocational Background)
Female,29,16,Agricultural Engineer,Mathematics,Physics,Chemistry,Agriculture,Logical,BSc. Agricultural Engineering
Female,21,11,Cytotechnologist,Biology,Chemistry,Science,Science,Visual,BSc. Medical Laboratory Sciences
Male ,30,7,Legal Analyst,English Language,Mathematics,Economics,Business,Analytical,Bachelor of Law
Female,19,10,Paleontologist,Science,Biology,Chemistry,Science,Verbal,BSc. Earth Sciences
Male ,17,21,Research scientist,Biology,Chemistry,Physics,Science,Logical,BSc. Biological Sciences
